0.000,0.000,0.000,0.000,0.000,0.036,0.240,0.729,0.038,0.000,0.000,1.664,3.090,0.141,0.093,0.000,0.000,0.061,0.829,1.498,0.000,0.000,0.000,4.989,2.234,
1.664,3.090,0.141,0.093,0.046,0.000,0.061,0.829,1.498,0.000,0.000,0.000,4.989,2.234,0.046,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.049,0.713,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.055,0.668,0.167,0.727,0.767,0.000,3.248,0.135,4.905,1.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,
0.000,0.000,0.066,0.036,0.000,0.000,0.122,0.000,0.054,0.000,0.000,0.060,7.146,0.640,0.000,0.000,0.090,1.684,0.502,0.000,0.000,0.000,0.000,0.071,0.000,
0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.119,1.976,0.000,0.000,0.000,0.000,0.066,0.036,0.000,0.000,0.122,0.000,0.054,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.087,1.431,0.452,0.000,0.000,0.114,11.354,0.752,0.042,0.000,0.000,0.393,1.153,0.000,0.000,0.000,0.000,0.057,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.087,1.431,0.452,0.000,0.000,0.114,11.354,0.752,0.042,0.000,0.000,0.393,1.153,0.000,0.000,0.000,0.000,0.057,0.000,
0.000,0.000,0.300,2.349,0.000,0.000,0.091,0.910,0.806,0.049,0.000,0.143,9.821,0.714,0.047,0.000,0.000,0.188,0.072,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.300,2.349,0.000,0.000,0.091,0.910,0.806,0.049,0.000,0.143,9.821,0.714,0.047,0.000,0.000,0.188,0.072,0.000,0.000,0.000,0.000,0.000,0.000,
0.045,0.055,6.941,1.966,0.117,0.045,0.000,0.328,0.119,0.000,0.000,0.162,4.026,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.036,0.038,0.000,0.000,0.062,0.045,0.740,1.902,0.074,0.045,0.055,6.941,1.966,0.117,0.045,0.000,0.328,0.119,0.000,0.000,0.162,4.026,0.192,0.000,
0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.280,0.000,0.000,0.000,0.400,16.187,0.560,0.000,0.000,0.134,0.660,0.256,0.052,0.000,0.052,0.046,0.071,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.338,0.000,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.055,0.000,0.000,0.000,0.000,0.060,0.105,0.043,0.000,0.000,0.209,11.266,0.534,0.068,0.000,0.156,0.730,0.239,0.000,0.000,0.043,1.275,0.058,0.000,
0.000,0.055,0.000,0.000,0.000,0.000,0.060,0.105,0.043,0.000,0.000,0.209,11.266,0.534,0.068,0.000,0.156,0.730,0.239,0.000,0.000,0.043,1.275,0.058,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.097,0.044,0.000,0.000,0.227,6.115,0.392,0.000,0.000,0.121,5.816,0.375,0.055,0.000,0.000,0.082,0.068,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.097,0.044,0.000,0.000,0.227,6.115,0.392,0.000,0.000,0.121,5.816,0.375,0.055,0.000,0.000,0.082,0.068,0.000,
0.086,9.053,0.699,0.000,0.044,0.040,0.982,0.199,0.000,0.000,0.000,0.712,2.325,0.038,0.000,0.000,1.212,0.567,0.038,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.067,0.052,0.056,0.000,0.086,9.053,0.699,0.000,0.000,0.040,0.982,0.199,0.000,0.000,0.000,0.712,2.325,0.038,
0.085,1.612,7.064,0.159,0.000,0.000,0.185,0.588,0.000,0.000,0.000,0.068,4.781,0.117,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.226,0.061,0.040,0.085,1.612,7.064,0.159,0.000,0.000,0.185,0.588,0.000,0.000,0.000,0.068,4.781,0.117,0.000,
0.000,0.000,0.053,0.000,0.000,0.000,0.094,5.179,0.411,0.080,0.000,0.099,5.890,1.363,0.036,0.000,0.000,0.148,0.132,0.000,0.000,0.000,0.000,0.038,0.000,
0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.069,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.053,0.000,
0.000,0.058,0.296,0.058,0.058,0.000,0.188,2.724,0.277,0.000,0.000,0.111,5.396,0.149,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.036,0.117,0.000,0.000,0.179,7.126,0.267,0.000,0.000,0.058,0.296,0.058,0.058,0.000,0.188,2.724,0.277,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.122,0.099,0.000,0.000,0.099,7.241,2.100,0.058,0.000,0.064,0.553,0.411,0.000,0.000,0.000,1.041,0.109,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.122,0.099,0.000,0.000,0.099,7.241,2.100,0.058,0.000,0.064,0.553,0.411,0.000,0.000,0.000,1.041,0.109,0.000,
0.000,0.068,0.231,0.000,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.148,0.078,0.000,0.040,4.900,5.729,0.042,0.000,0.000,0.068,0.231,0.000,0.000,0.000,0.000,0.057,0.000,0.000,
0.000,0.000,0.062,0.081,0.000,0.000,0.085,1.477,0.162,0.000,0.000,0.584,8.505,0.068,0.000,0.000,0.191,0.358,0.073,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.062,0.081,0.000,0.000,0.085,1.477,0.162,0.000,0.000,0.584,8.505,0.068,0.000,0.000,0.191,0.358,0.073,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.192,0.051,0.000,0.043,0.000,6.077,0.203,0.000,0.000,0.145,0.388,0.069,0.000,0.000,0.770,0.187,0.062,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.192,0.051,0.000,0.043,0.000,6.077,0.203,0.000,0.000,0.145,0.388,0.069,0.000,0.000,0.770,0.187,0.062,0.000,
0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.145,0.169,0.000,0.000,0.047,7.082,2.224,0.000,0.049,0.113,1.696,0.363,0.049,0.000,0.042,0.070,0.000,0.000,
0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.145,0.169,0.000,0.000,0.047,7.082,2.224,0.000,0.049,0.113,1.696,0.363,0.049,0.000,0.042,0.070,0.000,0.000,
0.000,0.000,0.079,0.081,0.000,0.000,0.102,4.179,1.790,0.121,0.049,0.085,4.203,0.725,0.000,0.000,0.000,0.077,0.043,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.079,0.081,0.000,0.000,0.102,4.179,1.790,0.121,0.049,0.085,4.203,0.725,0.000,0.000,0.000,0.077,0.043,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.043,0.053,0.000,0.000,0.260,1.225,0.262,0.000,0.000,2.034,7.208,0.221,0.075,0.000,0.041,0.073,0.000,0.000,0.038,0.000,0.000,0.000,0.000,
0.000,0.000,0.043,0.053,0.000,0.000,0.260,1.225,0.262,0.000,0.000,2.034,7.208,0.221,0.075,0.000,0.041,0.073,0.000,0.000,0.038,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.053,0.082,0.000,0.000,3.215,2.582,0.047,0.000,0.097,1.269,0.541,0.000,0.000,1.462,1.576,0.068,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.053,0.082,0.000,0.000,3.215,2.582,0.047,0.000,0.097,1.269,0.541,0.000,0.000,1.462,1.576,0.068,0.000,
0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.265,0.206,0.000,0.036,0.132,4.972,0.529,0.049,0.000,0.091,2.364,0.227,0.000,0.000,0.122,4.670,0.092,0.043,
0.036,0.132,4.972,0.529,0.049,0.000,0.091,2.364,0.227,0.000,0.000,0.122,4.670,0.092,0.043,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.036,0.000,0.000,0.000,0.189,1.703,0.117,0.072,0.091,2.325,4.657,0.081,0.000,0.000,2.740,0.353,0.045,0.000,0.000,0.043,0.058,0.000,0.000,
0.000,0.000,0.036,0.000,0.000,0.000,0.189,1.703,0.117,0.072,0.091,2.325,4.657,0.081,0.000,0.000,2.740,0.353,0.045,0.000,0.000,0.043,0.058,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.078,0.194,0.076,0.000,0.143,15.851,1.005,0.057,0.000,0.235,1.640,0.665,0.120,0.000,0.000,0.099,0.038,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.078,0.194,0.076,0.000,0.143,15.851,1.005,0.057,0.000,0.235,1.640,0.665,0.120,0.000,0.000,0.099,0.038,0.000,
0.044,0.000,0.000,0.000,0.000,0.044,0.120,0.191,0.055,0.000,0.000,0.478,9.251,0.140,0.000,0.000,0.229,4.852,0.268,0.000,0.050,0.000,0.111,0.044,0.000,
0.044,0.000,0.000,0.000,0.000,0.044,0.120,0.191,0.055,0.000,0.000,0.478,9.251,0.140,0.000,0.000,0.229,4.852,0.268,0.000,0.050,0.000,0.111,0.044,0.000,
0.000,0.042,0.056,0.000,0.000,0.000,0.143,0.449,0.161,0.000,0.040,2.273,9.540,0.433,0.000,0.042,0.121,0.149,0.091,0.034,0.000,0.000,0.000,0.000,0.000,
0.000,0.042,0.056,0.000,0.000,0.000,0.143,0.449,0.161,0.000,0.040,2.273,9.540,0.433,0.000,0.042,0.121,0.149,0.091,0.034,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.123,0.066,0.036,0.041,0.710,8.037,0.326,0.000,0.066,3.781,2.164,0.000,0.000,0.043,0.000,0.081,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.123,0.066,0.036,0.041,0.710,8.037,0.326,0.000,0.066,3.781,2.164,0.000,0.000,0.043,0.000,0.081,0.000,0.000,
0.000,0.000,0.044,0.000,0.000,0.000,0.074,0.078,0.000,0.076,0.000,1.153,6.520,0.146,0.000,0.121,1.918,3.219,0.091,0.000,0.000,0.000,0.670,0.068,0.000,
0.000,0.000,0.044,0.000,0.000,0.000,0.074,0.078,0.000,0.076,0.000,1.153,6.520,0.146,0.000,0.121,1.918,3.219,0.091,0.000,0.000,0.000,0.670,0.068,0.000,
0.000,0.000,0.096,0.000,0.000,0.000,0.075,0.748,0.719,0.000,0.000,0.049,4.550,4.463,0.154,0.000,0.000,0.043,0.051,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.096,0.000,0.000,0.000,0.075,0.748,0.719,0.000,0.000,0.049,4.550,4.463,0.154,0.000,0.000,0.043,0.051,0.000,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.093,3.364,3.741,0.103,0.000,0.158,2.641,2.041,0.179,0.000,0.000,0.082,0.099,0.053,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.093,3.364,3.741,0.103,0.000,0.158,2.641,2.041,0.179,0.000,0.000,0.082,0.099,0.053,0.000,
0.000,0.000,0.000,0.069,0.000,0.041,0.092,1.394,0.981,0.000,0.000,0.071,10.097,0.945,0.000,0.000,0.000,0.069,0.051,0.056,0.000,0.036,0.000,0.000,0.000,
0.000,0.000,0.000,0.069,0.000,0.041,0.092,1.394,0.981,0.000,0.000,0.071,10.097,0.945,0.000,0.000,0.000,0.069,0.051,0.056,0.000,0.036,0.000,0.000,0.000,
0.000,0.000,0.074,0.000,0.000,0.133,1.726,0.769,0.000,0.000,0.044,4.970,8.085,0.082,0.068,0.051,0.074,0.186,0.000,0.000,0.000,0.000,0.047,0.000,0.000,
0.000,0.000,0.074,0.000,0.000,0.133,1.726,0.769,0.000,0.000,0.044,4.970,8.085,0.082,0.068,0.051,0.074,0.186,0.000,0.000,0.000,0.000,0.047,0.000,0.000,
0.000,0.000,0.043,0.000,0.000,0.000,0.051,0.079,0.000,0.071,0.000,0.363,11.893,1.694,0.096,0.000,0.053,0.641,0.304,0.036,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.043,0.000,0.000,0.000,0.051,0.079,0.000,0.071,0.000,0.363,11.893,1.694,0.096,0.000,0.053,0.641,0.304,0.036,0.000,0.000,0.000,0.000,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.139,0.093,0.000,0.053,5.478,9.025,0.124,0.000,0.069,0.295,0.941,0.072,0.000,0.000,0.050,0.088,0.038,0.000,
0.000,0.000,0.000,0.000,0.000,0.000,0.049,0.139,0.093,0.000,0.053,5.478,9.025,0.124,0.000,0.069,0.295,0.941,0.072,0.000,0.000,0.050,0.088,0.038,0.000,
0.000,0.000,0.000,0.975,0.047,0.000,0.038,0.076,0.045,0.000,0.000,0.191,7.661,0.486,0.000,0.000,0.094,1.402,0.247,0.000,0.000,0.000,0.045,0.000,0.000,
