5.96602,0.02568,-0.72948,0.28915,-0.00091,0.15649,0.59797
9.88354,0.07118,-0.68437,0.29940,-0.07327,0.23976,0.73928
0.76157,2.88050,-0.58073,0.05996,0.00000,0.00000,0.99860
7.92865,2.87120,-0.66043,0.22502,-0.03496,0.15883,0.51899
10.37246,-0.91564,0.19571,0.13906,0.03750,0.22060,0.59631
2.19175,-0.92563,0.11572,0.06764,0.01119,0.04854,0.77428
15.83502,-3.12195,-0.65376,0.15475,0.05975,0.23604,0.00000
15.83502,-3.12195,-0.65376,0.15475,0.05975,0.23604,0.00000
12.05955,-2.51177,-0.48990,0.10580,0.00607,0.11301,0.76411
12.05955,-2.51177,-0.48990,0.10580,0.00607,0.11301,0.76411
4.67238,1.19016,-0.44109,0.10743,0.00675,0.06596,0.96224
12.30888,1.20076,-0.49378,0.38449,-0.07347,0.22375,0.39793
18.69947,-0.52712,0.79561,0.08955,0.01278,0.10626,0.91160
0.55287,-0.53418,0.66214,0.06068,0.02105,0.21917,0.93399
13.33609,-0.74636,0.36689,0.11345,0.01351,0.10960,0.95607
13.33609,-0.74636,0.36689,0.11345,0.01351,0.10960,0.95607
13.45952,-2.80501,0.61640,0.11062,0.01815,0.30271,0.81019
13.45952,-2.80501,0.61640,0.11062,0.01815,0.30271,0.81019
4.94417,-1.39742,-0.80370,0.26478,-0.09917,0.25759,0.52039
11.20763,-1.40483,-0.85369,0.10940,-0.00677,0.11913,0.69397
5.34362,-1.78070,-0.53687,0.06071,-0.00213,0.07847,0.83717
9.75561,-1.78732,-0.57948,0.22656,-0.02090,0.09008,0.19422
13.52114,-1.35477,0.80308,0.17063,0.03983,0.30735,0.39709
1.15748,-1.38641,0.72692,0.00000,0.00000,0.07050,0.99068
8.93918,-0.47760,-0.42283,0.09552,-0.02006,0.25633,0.98286
8.22265,-0.47592,-0.48192,0.10895,0.00333,0.08680,0.89442
10.62657,-0.85980,0.24187,0.22679,0.01177,0.10807,0.93103
10.62657,-0.85980,0.24187,0.22679,0.01177,0.10807,0.93103
0.88244,2.90935,-0.58509,0.00000,0.00000,0.05261,0.99946
11.46230,2.89775,-0.65290,0.27542,0.00126,0.06746,0.77914
11.64732,2.88184,-0.31998,0.10522,-0.03555,0.23651,0.00376
11.64732,2.88184,-0.31998,0.10522,-0.03555,0.23651,0.00376
7.17410,1.48705,-0.20795,0.07602,0.00279,0.12260,0.56945
7.17410,1.48705,-0.20795,0.07602,0.00279,0.12260,0.56945
12.04911,2.99014,0.44453,0.23300,-0.03863,0.21904,0.62457
12.04911,2.99014,0.44453,0.23300,-0.03863,0.21904,0.62457
11.53472,2.20495,-0.42440,0.25349,-0.05299,0.29555,0.71409
11.53472,2.20495,-0.42440,0.25349,-0.05299,0.29555,0.71409
11.57313,1.52729,-0.27140,0.25372,-0.03876,0.24566,0.00087
11.57313,1.52729,-0.27140,0.25372,-0.03876,0.24566,0.00087
7.30295,1.02937,-0.62088,0.28763,-0.01983,0.19306,0.38476
7.30295,1.02937,-0.62088,0.28763,-0.01983,0.19306,0.38476
6.63397,-1.33203,-0.53436,0.18000,-0.01881,0.16676,0.00000
7.27384,-1.33592,-0.49495,0.09727,0.00778,0.24442,0.89450
12.50980,0.51796,-0.52690,0.32929,-0.18948,0.45176,0.00000
12.50980,0.51796,-0.52690,0.32929,-0.18948,0.45176,0.00000
20.26968,-0.44625,0.77454,0.15640,0.01127,0.16335,0.74345
20.26968,-0.44625,0.77454,0.15640,0.01127,0.16335,0.74345
15.82745,1.82408,0.80101,0.10562,0.03913,0.30782,0.49892
15.82745,1.82408,0.80101,0.10562,0.03913,0.30782,0.49892
13.57562,1.81926,-0.06674,0.25341,-0.00407,0.11534,0.00004
13.57562,1.81926,-0.06674,0.25341,-0.00407,0.11534,0.00004
15.54559,0.17437,-0.47369,0.28644,-0.15845,0.29060,0.21027
15.54559,0.17437,-0.47369,0.28644,-0.15845,0.29060,0.21027
14.13999,2.87636,-0.61658,0.23444,-0.02139,0.41028,0.00002
14.13999,2.87636,-0.61658,0.23444,-0.02139,0.41028,0.00002
10.94687,0.24417,-0.46836,0.30062,0.01993,0.16193,0.99801
10.94687,0.24417,-0.46836,0.30062,0.01993,0.16193,0.99801
12.64091,-2.99313,0.68605,0.36266,-0.00713,0.28915,0.34458
12.64091,-2.99313,0.68605,0.36266,-0.00713,0.28915,0.34458
13.86527,-0.54565,-0.22076,0.16808,-0.03185,0.18167,0.08489
13.86527,-0.54565,-0.22076,0.16808,-0.03185,0.18167,0.08489
16.30977,1.83945,-0.63558,0.30807,0.04890,0.18866,0.72163
16.30977,1.83945,-0.63558,0.30807,0.04890,0.18866,0.72163
15.32337,-1.33136,0.46467,0.19770,0.00904,0.08937,0.93302
15.32337,-1.33136,0.46467,0.19770,0.00904,0.08937,0.93302
16.57232,2.82194,0.70479,0.28746,0.01855,0.16499,0.39111
16.57232,2.82194,0.70479,0.28746,0.01855,0.16499,0.39111
10.27577,0.18815,0.49268,0.10450,0.00743,0.17586,0.89181
1.61802,0.21101,0.42514,0.02795,0.01034,0.24120,0.63205
12.51430,0.39325,0.48951,0.29878,0.01401,0.11706,0.47516
12.51430,0.39325,0.48951,0.29878,0.01401,0.11706,0.47516
0.42714,2.59978,-0.63597,0.24290,-0.09538,0.13660,0.92988
12.23739,2.60062,-0.76045,0.29577,0.03955,0.18208,0.87958
7.77817,2.89997,0.64919,0.22595,0.00253,0.08154,0.98182
7.17313,2.89476,0.57877,0.19232,-0.03767,0.10532,0.98665
14.33057,-2.23313,0.02762,0.29573,-0.07069,0.46472,0.00000
14.33057,-2.23313,0.02762,0.29573,-0.07069,0.46472,0.00000
7.00282,-0.14459,-0.33307,0.19117,0.01116,0.08596,0.81058
5.46700,-0.13860,-0.29351,0.08001,-0.00674,0.08180,0.84240
11.25862,-2.44766,0.51288,0.25860,-0.00208,0.10928,0.09334
11.25862,-2.44766,0.51288,0.25860,-0.00208,0.10928,0.09334
7.57894,1.58150,0.71335,0.14260,-0.00457,0.23594,0.01355
8.75336,1.58489,0.68467,0.12097,0.00543,0.24940,0.57516
1.15311,-2.45909,-0.78055,0.21992,-0.01011,0.23580,0.02615
12.13801,-2.67977,-0.81184,0.24558,0.00881,0.09819,0.52491
13.09086,0.56240,0.64069,0.23154,0.02447,0.28397,0.65120
13.09086,0.56240,0.64069,0.23154,0.02447,0.28397,0.65120
14.02827,-2.44230,-0.54613,0.11572,-0.02683,0.40936,0.00000
14.02827,-2.44230,-0.54613,0.11572,-0.02683,0.40936,0.00000
11.59987,-1.37484,-0.56757,0.33125,0.01042,0.27243,0.27893
11.59987,-1.37484,-0.56757,0.33125,0.01042,0.27243,0.27893
11.61753,-2.17700,0.07552,0.17438,-0.06146,0.33909,0.00001
11.61753,-2.17700,0.07552,0.17438,-0.06146,0.33909,0.00001
11.59484,-2.25724,0.22111,0.33784,0.06025,0.20109,0.46382
11.59484,-2.25724,0.22111,0.33784,0.06025,0.20109,0.46382
5.94573,-1.74556,0.71485,0.24418,-0.00297,0.15077,0.95814
11.78444,-1.80560,0.71228,0.12316,-0.02731,0.28485,0.00240
11.04355,-1.59299,0.33559,0.29275,-0.23633,0.76761,0.00000
11.04355,-1.59299,0.33559,0.29275,-0.23633,0.76761,0.00000
9.54573,-1.03007,-0.19911,0.29799,-0.11730,0.30208,0.74188
9.54573,-1.03007,-0.19911,0.29799,-0.11730,0.30208,0.74188
14.66467,-0.74291,0.20457,0.16654,0.00080,0.27258,0.00002
14.66467,-0.74291,0.20457,0.16654,0.00080,0.27258,0.00002
0.67035,-2.94502,-0.56307,0.24900,-0.04446,0.08592,0.87381
14.82150,3.07139,-0.63968,0.29598,-0.04666,0.32579,0.15116
14.26788,-0.06369,-0.09710,0.13875,-0.04574,0.28943,0.47226
14.26788,-0.06369,-0.09710,0.13875,-0.04574,0.28943,0.47226
11.59748,1.59994,-0.44936,0.25564,-0.10656,0.29757,0.00000
11.59748,1.59994,-0.44936,0.25564,-0.10656,0.29757,0.00000
2.89438,1.86900,-0.03508,0.19113,0.10095,0.41520,0.00000
2.89438,1.86900,-0.03508,0.19113,0.10095,0.41520,0.00000
14.79024,-2.91904,0.23412,0.23360,0.01301,0.12802,0.61434
14.79024,-2.91904,0.23412,0.23360,0.01301,0.12802,0.61434
15.24831,0.36131,0.70638,0.17658,0.04349,0.16369,0.00000
15.24831,0.36131,0.70638,0.17658,0.04349,0.16369,0.00000
12.26240,-1.03665,0.06510,0.11505,0.00600,0.10362,0.70257
3.94349,-1.04304,0.13115,0.11490,-0.00980,0.05868,0.82338
10.44450,1.81167,-0.29537,0.21169,-0.05943,0.16746,0.18920
10.44450,1.81167,-0.29537,0.21169,-0.05943,0.16746,0.18920
13.24511,-2.11925,0.69329,0.10226,-0.03048,0.14100,0.93056
4.57316,-2.13775,0.64529,0.28135,0.03345,0.14975,0.09356
11.96103,2.91683,-0.13455,0.19978,0.02833,0.12459,0.00654
11.96103,2.91683,-0.13455,0.19978,0.02833,0.12459,0.00654
6.19622,-1.75627,-0.31938,0.08795,-0.02070,0.17787,0.56053
7.66707,-1.79635,-0.33465,0.13171,-0.01517,0.10864,0.65301
2.28797,-2.45111,-0.63306,0.22829,-0.01441,0.06525,0.58246
14.78506,-2.54120,-0.65666,0.16193,0.00980,0.13108,0.17513
15.20676,-1.09225,0.68327,0.07697,0.01016,0.18917,0.99036
0.95309,-1.11375,0.63147,0.05315,0.00144,0.03786,0.97710
13.50383,-0.28163,0.41867,0.13155,-0.05252,0.27250,0.38954
1.72935,-0.27668,0.35881,0.18063,0.04566,0.07876,0.36060
8.40807,0.40879,0.17366,0.10075,0.01092,0.27187,0.90829
3.06814,0.40236,0.23744,0.15750,-0.01352,0.12272,0.00001
16.78033,2.76761,0.68017,0.19123,0.02449,0.12788,0.22384
16.78033,2.76761,0.68017,0.19123,0.02449,0.12788,0.22384
18.96338,0.23145,-0.58880,0.16395,-0.00426,0.18689,0.05904
18.96338,0.23145,-0.58880,0.16395,-0.00426,0.18689,0.05904
5.86381,-2.02733,-0.31847,0.11992,-0.01453,0.11276,0.79608
8.01018,-2.03451,-0.35180,0.26700,-0.08035,0.26727,0.52914
10.72605,0.91199,0.30157,0.26038,-0.10810,0.30121,0.03099
10.72605,0.91199,0.30157,0.26038,-0.10810,0.30121,0.03099
8.87678,2.41951,-0.31740,0.20121,0.11011,0.40663,0.00000
8.87678,2.41951,-0.31740,0.20121,0.11011,0.40663,0.00000
12.29116,-1.69848,-0.19948,0.22110,-0.08381,0.36655,0.10396
12.29116,-1.69848,-0.19948,0.22110,-0.08381,0.36655,0.10396
11.79498,2.47452,0.16764,0.19731,-0.00841,0.61699,0.00000
11.79498,2.47452,0.16764,0.19731,-0.00841,0.61699,0.00000
6.55783,-0.28197,-0.72947,0.04199,-0.00670,0.16947,0.69694
6.55783,-0.28197,-0.72947,0.04199,-0.00670,0.16947,0.69694
12.83581,3.04125,-0.58438,0.29788,-0.02646,0.10716,0.43143
12.83581,3.04125,-0.58438,0.29788,-0.02646,0.10716,0.43143
16.06322,2.92117,0.82107,0.32243,0.12347,0.48222,0.00000
16.06322,2.92117,0.82107,0.32243,0.12347,0.48222,0.00000
11.09854,-0.64300,-0.15606,0.10530,0.00352,0.10558,0.93133
11.09854,-0.64300,-0.15606,0.10530,0.00352,0.10558,0.93133
13.06742,-2.18804,0.14744,0.19506,0.10742,0.42391,0.00000
13.06742,-2.18804,0.14744,0.19506,0.10742,0.42391,0.00000
17.74282,-1.22028,0.80325,0.18475,0.07777,0.40830,0.00000
17.74282,-1.22028,0.80325,0.18475,0.07777,0.40830,0.00000
14.33245,2.69255,-0.59147,0.11590,-0.01783,0.31842,0.13883
14.33245,2.69255,-0.59147,0.11590,-0.01783,0.31842,0.13883
3.64567,1.09734,-0.45266,0.06319,0.00419,0.15042,0.70535
10.17899,1.10880,-0.52020,0.23207,-0.06726,0.26838,0.38756
7.89758,0.28342,-0.06074,0.07619,0.00756,0.08396,0.90076
3.90182,0.28910,-0.11403,0.11120,-0.03917,0.11659,0.86314
7.90123,-1.42158,0.16542,0.27744,-0.03339,0.15189,0.40165
3.06949,-1.43120,0.11609,0.05592,0.00945,0.05240,0.82732
11.51789,1.05308,0.46739,0.29429,0.03970,0.11531,0.58744
11.51789,1.05308,0.46739,0.29429,0.03970,0.11531,0.58744
